OverallQual,GrLivArea,ExterQual,KitchenQual,GarageCars,TotalBsmtSF,BsmtQual,FullBath,GarageFinish,YearBuilt,FireplaceQu,SalePrice
7,7.447751280047908,4,4,2,6.779921907472252,4,2,2,1996,3,12.160028707028767
6,7.292337176173877,3,3,1,6.628041376179533,3,1,1,1906,0,11.813030057420567
8,7.655864017616056,4,4,3,7.653969180478774,4,2,3,1995,3,12.765688433465597
6,6.9957661563048505,3,3,1,6.263398262591624,3,1,1,1971,0,11.385092093460344
5,6.959398512133975,4,4,1,6.959398512133975,3,1,2,1959,0,11.887931365593685
7,7.31455283232408,3,3,1,6.654152520183219,4,1,2,1931,4,11.911701584927597
6,7.284820912568604,3,3,1,6.815639990074331,3,1,1,1948,4,11.487607656985938
5,7.303843225277705,3,3,2,7.303843225277705,3,1,3,1964,0,12.025749091398891
7,7.5678626054638825,3,3,2,6.675823221634848,4,2,2,1976,3,12.195517131590657
8,7.803026643632217,4,4,3,7.395721608602045,4,2,2,1994,3,12.904207367601158
6,7.238496840894365,3,3,2,7.238496840894365,2,1,2,1968,3,11.608235644774552
4,7.074116816197362,3,3,2,7.037027614686276,4,2,2,1972,0,11.831379196088763
8,7.64826303090192,4,5,3,7.638679823876112,5,1,3,2005,5,12.955127458028414
8,7.568379267836522,4,4,2,7.2485040723706105,4,2,2,2000,3,12.348006141418841
6,7.77485576666552,3,3,2,6.928537818164665,4,2,1,1965,1,11.76756768334381
6,7.425953657077541,3,4,2,7.249925536717988,4,2,2,1994,2,12.173032791451973
5,7.270312886079025,3,3,2,7.080026499922591,3,1,1,1956,3,12.031719258385396
4,7.07326971745971,3,2,1,6.551080335043404,2,1,1,1922,4,11.831379196088763
6,7.297091005160418,4,4,2,6.6039438246004725,4,2,3,2005,0,12.063932878369052
6,7.221835825288449,3,3,1,6.51025834052315,3,2,1,1925,0,11.54829260880752
6,7.0967213784947605,4,3,2,7.0967213784947605,4,1,2,1977,3,12.013700752882718
6,7.516977224604321,3,4,2,7.29776828253138,3,2,3,1957,3,12.458774999085929
6,7.035268599281097,3,3,1,7.035268599281097,3,1,2,1965,4,11.84939770159144
6,7.273092595999522,3,3,2,6.75110146893676,3,2,1,1978,3,11.908340237224891
4,7.480992162869525,3,3,3,6.9985096422506015,3,2,1,1900,0,11.37366339763672
5,6.674561391814426,4,4,1,6.643789733147672,3,1,1,1924,0,11.603679828238693
8,7.6236419465115715,4,4,3,7.6236419465115715,5,2,3,2008,4,12.827992316801751
5,6.895682697747868,3,3,2,6.895682697747868,3,1,1,1961,0,11.763684183317412
6,6.827629234502852,3,3,1,6.827629234502852,4,2,2,1980,3,11.870599909242044
5,7.326465613840322,3,3,1,6.675823221634848,3,1,1,1932,0,11.979385322467598
6,7.1631723908466425,3,4,2,7.1631723908466425,4,1,1,1996,4,12.061046873479915
9,7.419380582918692,4,4,3,7.3938782901077555,4,2,3,2002,3,12.560244459250788
7,7.516977224604321,4,3,2,7.085901464365611,4,2,3,1998,0,12.30591798049989
7,7.644919344958857,4,4,2,7.081708586105575,4,2,3,1984,3,12.24288661865289
7,7.473637108496206,4,4,2,6.773080375655535,4,3,3,2007,0,12.336552511980964
7,7.004881989712859,4,4,2,6.311734809152915,4,2,1,2004,0,11.910358401381128
8,7.257707677160043,4,4,2,7.257707677160043,4,2,2,2007,4,12.8790171187726
6,7.216709486709457,4,4,2,7.216709486709457,4,2,2,2005,4,12.17921519136029
6,6.742880635791903,4,4,2,6.742880635791903,4,1,2,2004,3,11.856515169360305
7,7.831617276352611,4,4,2,7.098375638590786,4,2,2,1989,4,12.721885810807203
5,6.9782137426306985,3,3,1,6.9782137426306985,3,1,1,1921,0,11.594321103174222
5,7.338888133838879,3,3,2,6.831953565565855,3,1,1,1936,0,11.86005499606543
6,7.036148493750536,3,4,2,7.013915474810528,4,2,1,1987,3,12.078239274020289
5,6.423246963533519,3,3,1,6.423246963533519,3,1,1,1921,0,11.396391648714276
5,7.045776576879511,3,3,1,6.887552571664617,5,1,1,1952,0,11.72399643505017
5,6.795705775173514,3,3,1,6.795705775173514,3,1,1,1965,4,11.83862560460953
7,7.237778191923443,4,4,2,7.237778191923443,4,2,2,2004,0,12.185869938212655
8,7.495541943884256,4,4,3,7.495541943884256,5,2,3,2002,4,12.652359748158593
7,7.059617628291383,3,3,2,7.059617628291383,3,1,1,1969,0,11.84939770159144
8,7.853993087224244,5,5,3,7.1180162044653335,5,2,3,2006,4,12.799175708864519
5,7.502186486602924,3,4,2,5.886104031450156,4,2,1,1900,1,11.84939770159144
7,7.302496423727326,4,4,2,7.29505641646263,4,2,2,2004,0,12.269047444691562
4,6.9957661563048505,2,2,0,0.0,0,2,0,1930,0,10.915088464214607
7,7.508787170634276,3,4,2,7.404279118037268,4,2,1,1971,3,12.618182296357007
8,7.188412736496954,4,4,2,7.188412736496954,4,2,3,2006,4,12.445089546000673
7,7.283448228756631,4,4,2,6.590301048196686,4,2,3,2007,4,12.09815330331068
5,6.806829360392176,3,3,1,6.775366090936392,3,1,1,1966,0,11.607326140391713
3,6.591673732008658,4,3,0,5.598421958998375,3,1,0,1935,0,10.858998997563564
4,7.071573364211532,3,3,1,6.755768921984255,3,1,2,1900,0,11.540307141711446
8,7.113142108707088,4,4,2,7.113142108707088,4,2,3,1988,4,12.14950229404178
4,6.866933284461882,3,3,2,6.866933284461882,3,1,1,1970,0,11.76756768334381
6,7.2991214627108,4,4,2,6.586171654854675,3,2,2,1976,0,11.779128505744886
6,7.2078598714324755,3,3,2,6.96979066990159,4,2,2,1974,3,12.013700752882718
7,7.845416036592485,3,3,2,6.576469569048224,3,1,1,1890,0,11.979799201207037
5,7.071573364211532,3,4,2,7.069874128458572,4,1,1,1973,2,11.964001084330445
7,7.790696031174738,4,4,3,7.1785454837637,4,2,2,1993,3,12.739637756265655
5,6.878326468291325,3,3,1,6.878326468291325,4,1,1,1969,1,11.763684183317412
8,7.462789157412448,4,4,2,7.462789157412448,4,2,2,1985,3,12.524526376648708
6,6.742880635791903,4,4,2,6.742880635791903,4,1,2,2004,0,11.870599909242044
4,6.761572768804055,3,3,2,6.761572768804055,3,1,1,1970,0,11.732060994886899
4,7.293017679772782,3,3,1,6.846943139585379,3,2,1,1954,0,11.813030057420567
9,7.437206366871292,5,5,3,7.437206366871292,5,2,3,2007,4,12.676076274775909
4,6.761572768804055,3,4,2,6.761572768804055,3,1,1,1970,0,11.699405031912846
6,7.426549072397305,4,4,2,6.779921907472252,4,2,3,1988,4,12.310432660854417
7,7.116394144093465,4,4,2,7.116394144093465,4,2,2,2007,0,12.178187442040638
5,7.4821189235521155,3,3,3,7.367708572374371,3,2,1,1958,0,11.608235644774552
4,7.0967213784947605,3,3,2,6.659293919683638,3,1,1,1925,0,11.542484267211773
8,7.38770923908104,4,4,2,7.374629015218945,4,2,2,1995,3,12.373703486914124
7,7.044032897274685,4,4,2,6.7661917146603505,5,2,3,2003,4,12.141534124392603
7,7.616283561580385,4,4,2,7.050122520269059,4,2,3,1998,3,12.312682380588432
5,7.042286171939743,3,3,1,6.761572768804055,3,1,2,1961,3,11.786001385032646
5,6.854354502255021,3,3,1,6.854354502255021,3,1,1,1968,0,11.589886506106357
7,7.477604243197589,3,3,2,6.779921907472252,4,1,1,1914,3,12.0015054797889
3,6.946975992135418,3,3,2,0.0,0,2,1,1950,0,11.44571671527678
8,7.496097345175956,4,4,3,6.794586580876499,4,2,3,2005,4,12.387977448827787
5,7.090076835776092,3,3,0,7.090076835776092,4,3,0,1987,0,12.095141084822892
7,7.454719949364001,4,4,2,6.761572768804055,4,2,2,2004,0,12.154779351142624
5,7.266827347520591,3,3,2,5.575949103146316,2,2,1,1910,0,11.790557201568507
6,6.815639990074331,3,4,1,6.815639990074331,3,1,1,1961,0,11.863582336583399
7,7.207118856207756,3,3,2,7.207118856207756,4,2,1,2000,0,12.095141084822892
5,7.288927694521257,3,3,2,6.253828811575473,4,2,2,1963,3,12.072541252905651
8,7.198183577101943,4,4,2,7.198183577101943,4,2,2,1993,3,12.100712129872347
8,7.906547232368036,5,4,2,7.040536390215956,3,3,3,1976,3,12.610870864650634
7,7.721348612617949,4,4,2,6.858565034791365,4,2,3,2000,3,12.371587084007746
7,7.450079569807499,4,4,2,7.450079569807499,4,2,3,1996,3,12.46997418931655
4,7.332369205929062,3,3,1,0.0,0,2,1,1945,0,11.49272275765271
4,7.038783541388542,3,3,0,6.3561076606958915,3,1,0,1910,0,11.477298287327077
7,7.1853870155804165,4,4,2,6.492239835020471,4,2,3,2003,0,11.99535161421452
6,7.309212365692763,3,4,2,7.2991214627108,4,2,2,1997,0,12.287652632522597
8,7.6487397889562425,4,5,3,6.937314081223682,4,2,2,2005,4,12.526342907575106
6,6.933423025730715,3,4,2,6.933423025730715,3,1,2,1969,0,11.957611286231675
6,7.293697720601438,3,3,2,6.591673732008658,4,2,1,1999,0,12.058152515453552
8,7.477604243197589,4,4,2,6.763884908562435,4,2,2,2007,0,12.26434155365415
6,7.234177179749849,3,3,2,6.51025834052315,3,2,3,1978,3,11.976030352524807
7,7.313886831633462,3,3,2,6.612041034833092,4,2,1,1999,0,12.097373228606832
8,7.836369760545124,4,4,3,7.183870715062453,4,2,2,1995,3,12.577636201962656
6,6.761572768804055,3,3,1,6.761572768804055,3,1,1,1959,0,11.755871643580617
5,7.170888478512505,3,2,2,7.0431599159883405,3,1,1,1924,0,11.512925464970229
7,7.344072850573066,3,4,2,6.628041376179533,4,2,1,2009,0,12.279323107269766
8,7.768533300926033,4,4,3,7.132497551660044,4,2,2,1999,4,12.727838209334498
8,7.309212365692763,4,5,2,7.309212365692763,4,1,3,1995,4,12.506177237980511
9,7.317212408359839,4,5,2,7.311886164077165,4,2,3,2008,4,12.484204257170104
7,7.446585099157725,3,3,2,6.887552571664617,4,2,1,1988,3,12.188417710291453
6,7.4673710669175595,3,3,1,6.890609120147166,4,2,1,1940,0,11.982929094215963
7,7.515344571180436,4,4,2,7.528331766707247,4,2,3,2004,4,12.28690119819279
5,6.754604099487962,3,3,2,6.754604099487962,4,1,1,1982,0,11.812289042195847
4,7.106606137727303,3,3,2,6.728628613084702,2,1,1,1951,0,11.532728092266408
6,7.018401799069201,3,3,2,6.9363427358340495,3,1,1,1976,3,11.580584113444043
5,6.815639990074331,3,3,1,6.815639990074331,3,1,2,1958,0,11.648330101976432
8,7.587310506022615,4,4,3,7.5678626054638825,4,2,3,2006,4,12.886641043883259
6,7.093404625868766,3,3,2,7.093404625868766,5,2,3,1998,0,11.99535161421452
7,7.3864708488298945,4,4,3,7.3864708488298945,4,2,2,2005,0,12.308177868467327
5,6.795705775173514,3,3,2,6.761572768804055,3,1,1,1974,2,11.867097278690842
5,7.61085279039525,3,3,2,0.0,0,2,1,1977,3,11.877568578558138
6,6.911747300251674,3,3,2,6.882437470997847,4,1,1,1977,0,11.813030057420567
7,7.133295954896068,3,3,2,7.1204443723924875,4,2,3,1995,3,12.078239274020289
6,7.3796321526095525,4,4,2,6.634633357861686,4,2,2,1992,0,12.077670930725649
7,7.265429723253953,4,4,2,7.253470382684528,4,2,2,2001,0,12.139398512262181
5,7.01211529430638,3,4,2,7.00033446027523,4,1,3,1978,3,12.016726473799254
6,7.302496423727326,3,3,0,6.60934924316738,3,2,0,1914,4,11.759785542901755
6,7.201916317531627,3,3,2,7.22402480828583,3,2,1,1967,4,11.992260421644849
5,7.409741954080923,3,3,1,6.530877627725885,2,2,1,1915,0,11.842229212112828
7,7.642044402873258,4,4,2,6.862757913051401,4,2,2,2004,0,12.358793732547838
4,6.803505257608338,3,3,1,6.803505257608338,3,1,1,1954,0,11.588960151246226
6,7.643482907077201,3,4,2,6.723832440821209,3,2,3,1966,0,12.141534124392603
7,7.0431599159883405,4,4,2,7.0431599159883405,4,2,3,2005,4,11.984178313616395
6,6.967909201801884,3,3,2,6.9363427358340495,4,1,2,1976,3,11.896826395162552
7,7.607381425639791,4,3,2,7.018401799069201,4,2,1,1996,3,12.50539915757667
8,7.310550158534422,4,4,2,7.310550158534422,4,2,3,2007,0,12.323855681186558
7,7.546974117516527,4,4,2,6.568077911411976,4,2,3,1994,3,12.178187442040638
6,7.355001921105257,3,3,2,6.476972362889683,4,2,1,1980,3,12.049418835484797
6,7.158513997329321,3,3,2,6.492239835020471,3,1,2,1977,3,11.874090314181814
5,6.650279048587422,3,3,1,6.650279048587422,3,1,1,1953,0,11.608235644774552
9,8.0519780789023,5,5,3,7.563200592358071,5,3,3,2008,4,13.091904169919621
5,7.477604243197589,3,4,1,6.594413459749778,4,1,1,1937,3,12.072541252905651
6,7.431299675155903,3,4,2,6.423246963533519,4,2,2,1997,0,12.206072645530174
4,7.086737934510577,3,3,2,7.086737934510577,3,1,1,1916,0,11.607326140391713
7,7.283448228756631,4,4,2,6.590301048196686,4,2,3,2005,4,12.14950229404178
9,7.945201132412759,5,5,3,7.458186157340487,5,3,2,2008,4,13.275827535915461
5,7.028201432058005,3,3,1,6.841615476477592,3,1,1,1954,0,11.678439903447801
7,7.2640301428995295,4,5,2,7.256297239690681,4,2,2,2008,0,12.33569641332368
5,6.887552571664617,3,3,1,6.887552571664617,3,2,3,1967,0,11.816726919301892
5,7.362645270417825,3,4,2,7.188412736496954,3,1,2,1923,3,12.31716669303576
5,6.990256500493881,3,3,2,6.931471805599453,3,1,2,1966,4,11.982616545377663
5,7.6676260915849905,3,3,2,6.744059186311348,3,2,1,1898,0,11.571194373094205
6,7.1770187659099,3,4,2,6.946975992135418,3,1,2,1974,2,12.106252310247962
6,6.742880635791903,4,4,2,6.742880635791903,4,1,3,2004,4,11.881034786534624
5,6.950814768442584,2,2,2,6.29156913955832,3,1,1,1952,0,10.932981961904135
6,7.273786317844895,3,3,1,7.273786317844895,3,1,2,1958,0,11.969717200243734
5,7.1308988302963465,3,2,1,6.530877627725885,3,1,1,1918,0,11.661345470088502
7,7.415175109613295,3,4,2,7.407924322559599,4,2,2,1998,0,12.323411137947407
5,6.915723448631314,3,3,1,6.915723448631314,3,1,2,1954,4,11.827736204810263
8,7.4318919168078,4,4,3,7.357556200910353,4,2,2,2002,4,12.509874099861838
6,6.9584483932976555,3,3,2,6.917705609835305,3,1,1,1971,0,11.951180395901384
7,7.213768308118642,4,4,2,7.213768308118642,4,2,2,2009,4,12.319401330837177
7,7.402451520818244,4,4,2,6.682108597449809,4,2,2,2003,0,12.117241431823558
4,6.841615476477592,2,3,2,6.841615476477592,2,1,1,1953,0,11.440354772135393
7,7.457609289715606,4,4,2,6.741700694652055,4,2,3,2003,4,12.323855681186558
6,7.305860032684009,3,3,1,6.656726524178391,3,2,1,1940,4,11.845819880243557
8,7.305860032684009,4,4,2,7.305860032684009,4,2,2,2006,4,12.3570755190667
10,7.642044402873258,5,5,3,7.639161171659173,5,2,3,2007,4,12.86099861326992
5,6.664409020350408,3,4,0,6.664409020350408,3,1,0,1924,0,11.603679828238693
7,7.2682230211595655,4,4,2,7.282073658093465,4,2,2,2001,3,12.14950229404178
5,7.661997558901893,3,3,2,6.920671504248683,3,2,3,1967,0,12.128111104060462
7,7.109062135687172,4,4,2,6.396929655216146,4,2,2,2005,0,11.900905258737373
6,7.238496840894365,3,3,2,7.238496840894365,3,1,2,1957,4,12.01974306733868
7,7.090076835776092,3,4,2,6.396929655216146,4,2,2,2005,0,11.925035115797062
7,7.511524648390866,4,4,2,6.846943139585379,4,2,2,2003,3,12.375815420117268
6,7.323830566202317,3,3,2,7.323830566202317,3,1,2,1964,0,12.025749091398891
5,7.042286171939743,3,3,2,7.042286171939743,3,1,1,1961,0,11.8490404949436
4,6.9726062513017535,3,4,2,6.9726062513017535,4,2,1,1950,0,11.759785542901755
5,7.351799869057777,3,3,2,7.351799869057777,3,1,1,1948,0,11.941455846009388
6,6.894670039433482,3,3,1,6.180016653652572,3,1,1,1973,0,11.512925464970229
5,7.002155954403621,3,4,1,7.002155954403621,4,1,1,1995,0,11.877568578558138
5,7.090076835776092,3,3,1,6.643789733147672,3,1,1,1946,0,11.779128505744886
6,7.301147805856032,3,2,1,6.51025834052315,3,2,1,1925,0,11.84939770159144
5,7.338888133838879,3,4,2,6.476972362889683,3,2,1,1904,1,11.967180737247824
6,7.060476365999801,3,3,2,7.027314514039777,3,1,2,1966,0,12.071969661006694
5,7.495541943884256,3,3,0,7.495541943884256,3,2,0,1961,0,11.856515169360305
5,7.255591274253665,3,3,3,6.775366090936392,3,1,1,1915,4,11.94405831982697
5,7.438971592395862,3,3,2,7.237059026124737,4,2,3,1975,3,12.049418835484797
7,7.4815557019095165,4,4,2,6.606650186198215,4,2,1,1993,3,12.269047444691562
5,6.761572768804055,3,3,1,6.761572768804055,3,1,1,1972,2,11.801856756822442
6,7.765569081097317,3,3,2,6.810142450115136,3,3,1,1908,4,12.388394202324129
6,7.5256399750415355,4,3,2,6.269096283706261,3,2,2,1976,3,12.138863895836725
6,6.742880635791903,4,4,2,6.742880635791903,4,1,3,2003,0,11.786762130599957
8,7.283448228756631,4,4,2,7.149131598557407,4,2,3,2003,3,12.2783933071098
7,7.406103381237015,3,3,1,6.822197390620491,3,2,1,1941,4,12.007621706806335
6,7.275864600546533,3,3,2,7.027314514039777,3,1,2,1964,2,11.970350312009105
5,7.483806687665835,3,3,2,7.47477218239787,3,1,1,1955,4,12.043553716032399
5,6.946975992135418,3,3,1,6.946975992135418,3,1,1,1962,0,11.751942365440728
6,6.933423025730715,3,3,2,6.84587987526405,4,1,1,1978,0,11.898187865760873
6,7.300472814267799,3,3,2,6.553933404025811,4,2,3,1994,3,12.066810578196666
7,7.222566018822171,3,3,2,6.993932975223189,4,2,2,1976,3,11.931635799828413
6,7.8838232148921525,3,4,2,6.960347729101308,3,2,1,1968,4,12.429216196844383
7,7.262628600974241,4,4,1,6.815639990074331,3,1,1,1918,4,12.154516158615772
5,6.946013991099227,3,3,2,6.946013991099227,3,1,1,1965,0,11.786762130599957
6,7.00033446027523,3,3,2,6.946975992135418,4,2,1,1984,0,11.931635799828413
5,7.045776576879511,3,3,1,7.045776576879511,3,1,1,1959,0,11.794337924408413
7,7.22402480828583,4,4,2,7.22402480828583,5,2,3,2007,0,12.431533509799543
5,6.90975328164481,3,3,2,6.90975328164481,3,1,1,1970,0,11.908340237224891
8,7.406103381237015,4,4,3,7.401231264413015,4,2,2,2006,4,12.424806488355683
4,7.02108396428914,3,2,2,6.946975992135418,3,1,2,1961,0,11.76756768334381
5,7.749322464660356,3,3,2,0.0,0,2,1,1948,3,12.037653993905211
7,7.575071699507561,4,4,2,6.956545443151569,4,2,3,1993,3,12.371587084007746
5,6.795705775173514,3,3,1,6.795705775173514,3,1,1,1962,0,11.603679828238693
6,7.427738840532894,3,4,2,6.6895992691789665,4,2,2,1998,0,12.20856952572876
5,6.813444599510896,4,4,2,4.653960350157523,3,1,1,1953,0,11.661345470088502
5,7.145196134997171,4,3,1,6.723832440821209,3,1,1,1949,4,11.79810440720389
5,7.030857476116121,3,3,1,6.516193076042964,3,1,1,1941,0,11.104957226643945
8,7.867105500316739,4,5,2,7.076653815443951,4,2,3,2007,4,12.623061104072981
4,6.946975992135418,3,3,2,6.96979066990159,3,1,1,1963,0,11.792449349720545
9,7.707062655370473,4,5,3,7.2875606403097235,5,2,3,2004,4,12.765688433465597
5,7.051855622955894,3,4,2,7.011213987350367,3,1,1,1961,0,11.904967552746252
5,6.761572768804055,4,3,1,6.761572768804055,3,1,1,1978,0,11.824079893607152
5,6.993932975223189,3,3,2,6.993932975223189,5,1,3,2005,0,11.964001084330445
7,7.448333860897476,4,4,2,7.052721049232323,4,2,2,1990,3,12.141534124392603
6,7.373374309910049,3,3,2,6.694562058521095,4,2,2,1992,3,12.089538829274222
4,7.709756864454165,4,3,1,6.678342114654332,3,1,1,1912,0,11.682668239557323
5,6.79346613258001,3,3,1,6.79346613258001,3,1,2,1967,0,11.512925464970229
9,7.443663683115591,4,4,2,7.437206366871292,5,2,3,1999,3,12.703509032177148
5,7.445417556701687,3,3,2,7.3938782901077555,3,2,3,1959,0,11.884489021402711
5,7.239214973779806,3,3,1,6.704414354964107,3,1,1,1955,0,11.816726919301892
8,7.7039102096163115,4,4,2,7.7039102096163115,3,2,1,1970,3,12.498742259492994
6,7.316548177182976,3,3,2,7.316548177182976,3,1,2,1953,3,11.915051671812877
5,6.828712071641684,3,3,2,6.51025834052315,3,1,1,1949,1,11.719126295554126
6,7.428333194190806,3,3,2,6.822197390620491,3,2,2,1978,3,12.058152515453552
6,6.97354301952014,3,3,1,6.9650803456014065,3,1,2,1963,0,11.947949375319936
5,7.232010331664759,3,3,1,7.232010331664759,4,1,1,1954,4,12.013700752882718
5,7.336285660021297,3,3,2,0.0,0,2,1,1979,0,11.685684782260491
6,7.493317248862145,3,3,2,6.659293919683638,3,1,2,1963,3,11.84939770159144
4,6.85751406254539,3,3,1,6.85751406254539,3,1,1,1936,0,11.575900264131617
5,7.7142311448490855,3,3,2,0.0,0,2,1,1979,0,11.870271183889114
9,7.768110378525988,5,5,3,7.753623546559746,5,2,3,2009,4,13.323926946863102
5,7.119635638017636,3,3,1,6.815639990074331,3,1,1,1961,3,11.813030057420567
4,6.754604099487962,3,3,1,6.754604099487962,3,1,1,1971,0,11.608235644774552
5,7.174724309836376,3,3,1,6.899723107284872,3,1,1,1957,0,11.938193200374572
7,7.319202458767849,4,4,2,6.663132695990803,4,2,3,2003,4,12.100712129872347
7,7.4205789054108005,4,4,3,7.4205789054108005,4,2,2,2006,4,12.388394202324129
5,6.804614520062624,3,3,1,6.775366090936392,3,1,1,1967,0,11.740061037553975
5,6.968850378341948,3,3,1,6.962243464266207,3,1,2,1954,0,11.759785542901755
8,7.400009517162692,4,4,3,7.392031567514591,4,2,2,2006,4,12.449018824140563
7,7.6290038896529575,4,4,1,6.92461239604856,4,1,3,1936,4,12.429216196844383
5,6.804614520062624,3,3,2,6.761572768804055,4,1,1,1983,0,11.782952602183288
6,7.302496423727326,4,4,2,6.60934924316738,4,2,3,2005,4,12.066810578196666
5,7.729295674310482,3,3,2,7.007600613951853,3,2,1,1960,0,11.946654038351252
5,7.145196134997171,3,4,1,7.145196134997171,4,1,1,1977,0,11.874090314181814
5,6.922643891475888,3,3,1,6.643789733147672,3,1,1,1925,0,11.385092093460344
5,7.601901959875166,3,3,3,6.90875477931522,3,2,1,1949,0,11.884489021402711
6,7.1098794630722715,4,4,2,6.416732282512326,4,2,2,2009,0,12.065274916913605
4,6.9957661563048505,3,3,1,6.302618975744905,3,1,1,1970,0,11.225243392518447
2,6.173786103901937,3,3,1,6.173786103901937,3,0,1,1949,0,10.47194980911048
4,7.113956109566034,3,3,1,7.033506484287697,3,1,2,1956,0,11.813030057420567
7,7.6624678152002375,4,4,3,7.00669522683704,5,2,2,1991,3,12.380025952653611
6,7.254177846456518,5,3,2,7.076653815443951,4,1,1,1958,3,12.081076155355488
6,7.450660796211539,4,4,2,6.833031732786201,4,2,2,1994,0,12.211060187041213
5,7.696212639346407,3,3,0,7.148345743900068,3,2,0,1900,0,11.890676734510876
6,7.182352111885263,4,4,2,7.182352111885263,4,2,3,2005,4,12.043494890772815
6,7.388327859577107,4,4,2,7.38025578842646,4,2,2,1993,2,12.170445467887022
6,7.430114138561801,3,3,2,7.430114138561801,4,2,1,1980,3,12.24288661865289
5,7.026426808699636,3,5,2,7.026426808699636,4,2,2,1977,0,12.072541252905651
8,7.772331575169614,4,5,3,7.074116816197362,4,2,3,2003,4,12.560244459250788
7,7.589841512182657,3,3,2,6.723832440821209,3,2,2,1968,4,12.078239274020289
8,7.488852955733459,4,5,2,7.469083884921234,4,2,2,2001,3,12.373703486914124
7,7.71244383427499,3,4,2,6.871091294610546,4,2,3,1997,3,12.310432660854417
8,7.290292882446597,4,4,3,7.290292882446597,4,2,3,2007,0,12.211060187041213
5,6.829793737512425,3,3,1,6.829793737512425,3,1,1,1965,0,11.67419361256635
9,7.552237287560802,5,5,3,7.552237287560802,5,2,3,2006,4,12.676076274775909
7,7.313220387090301,4,4,2,7.313220387090301,4,2,2,2004,0,12.154779351142624
7,7.634820677745543,3,4,2,6.371611847231857,4,2,2,1960,4,12.396693005138824
4,6.616065185132817,3,3,2,6.396929655216146,2,1,1,1926,0,11.288531131754366
7,7.090076835776092,4,4,2,7.069874128458572,4,2,2,2003,0,12.127570417375216
7,7.58629630715272,4,4,2,7.014814351275545,4,2,2,2005,4,12.441144767709657
7,7.581719640125308,4,4,3,7.237778191923443,4,2,2,2006,0,12.38755635142507
7,7.784473235736469,3,3,1,6.939253946041508,3,2,1,1940,3,12.406561506279576
6,7.454719949364001,3,3,2,7.454719949364001,3,2,1,1976,0,11.924372644755941
7,7.630461261783627,4,4,2,6.899723107284872,4,2,2,1999,3,12.273731294003989
4,7.272398392570047,3,3,0,7.272398392570047,4,2,0,1977,0,11.918390573078392
5,7.397561535524052,3,3,2,7.397561535524052,3,2,1,1967,0,11.870599909242044
6,7.203405521083095,3,4,2,6.70808408385307,3,1,2,1958,4,11.831379196088763
5,7.533158807455563,3,3,2,6.992096427415888,3,1,1,1890,0,11.73526869611367
5,7.042286171939743,3,3,1,7.042286171939743,3,1,2,1959,3,11.870599909242044
8,7.395721608602045,4,4,3,7.38770923908104,4,2,3,2002,4,12.506177237980511
7,7.4821189235521155,4,4,2,6.841615476477592,4,2,2,2002,3,12.167851432709975
6,7.2305631534092925,3,4,2,7.057036981697891,3,1,2,1972,3,12.193493863323313
5,6.761572768804055,3,4,2,6.761572768804055,3,1,2,1950,0,11.76756768334381
5,6.872128101338986,3,3,1,6.71901315438526,3,1,1,1965,0,11.694413341015606
5,6.643789733147672,3,3,1,6.643789733147672,4,1,3,1972,0,11.804848531679264
5,7.584773077612199,3,3,2,6.664409020350408,3,2,2,1969,1,12.05524975579559
6,6.887552571664617,3,3,0,6.851184927493743,4,2,0,1975,0,11.755871643580617
6,7.579678823090456,3,3,2,6.88653164253051,4,2,1,1946,0,11.884489021402711
6,7.113956109566034,3,3,2,6.329720905522696,4,1,3,1980,3,11.728036844587175
5,6.963189985870238,3,3,2,6.963189985870238,3,1,3,1962,0,11.790557201568507
7,7.198183577101943,4,4,2,7.198183577101943,4,2,2,2003,0,12.128111104060462
7,7.255591274253665,4,4,2,6.54534966033442,4,2,1,1999,0,11.951180395901384
5,6.754604099487962,3,3,0,6.754604099487962,3,1,0,1958,0,11.665646551987892
6,7.962763930168115,3,3,2,7.1929342212158,4,2,3,1977,3,12.513557345278134
6,7.344719054149673,3,4,2,6.6895992691789665,4,2,1,1976,3,11.951180395901384
9,7.495541943884256,4,5,2,7.495541943884256,5,2,3,2007,0,12.384218830913648
7,7.546446273746024,4,4,2,6.705639094860003,4,2,3,2002,4,12.277928082630602
6,7.302496423727326,4,4,2,6.663132695990803,4,2,3,2005,4,12.09458226949681
5,7.176254532017144,4,3,1,6.590301048196686,3,1,1,1940,3,11.982929094215963
5,7.001245622069476,3,3,1,7.001245622069476,3,1,1,1955,0,11.813030057420567
3,6.875232087276577,3,3,0,6.396929655216146,3,1,0,1910,0,10.542706391070517
6,6.9985096422506015,3,3,1,6.376726947898627,3,1,2,1958,0,11.84939770159144
4,7.083387847625295,3,3,0,6.579251212010101,3,1,0,1949,0,11.813030057420567
7,7.3938782901077555,4,4,2,6.638567789166521,4,2,2,2003,0,12.061046873479915
6,6.822197390620491,3,3,1,6.822197390620491,4,2,1,1979,3,11.507912923146684
7,7.2640301428995295,4,4,2,7.2640301428995295,4,2,3,2007,0,12.111761966058932
7,7.610357618312838,3,4,2,6.590301048196686,4,1,1,1910,0,12.028738630247258
7,7.231287004327616,4,4,2,6.511745329644728,4,2,1,2000,0,12.013700752882718
4,6.767343125265392,3,2,0,6.0867747269123065,4,1,0,1923,0,11.356271654924852
